clase,olor,color_sombrero,forma_sombrero,superficie_sombrero,color_laminas,tamano_laminas,forma_tallo,color_tallo,tipo_anillo,numero_anillos,color_espora,poblacion,habitat,moretones,color_velo,textura,diametro_sombrero_cm,altura_tallo_cm
comestible,ninguno,blanco,convexo,estriada,rojo,angosta,agrandada,blanco,evanescente,ninguno,negro,agrupada,urbano,no,blanco,viscosa,4.1,5.9
venenoso,pescado,rojo,convexo,escamosa,morado,ancha,ahusada,rosa,ninguno,ninguno,marrón,solitaria,urbano,no,blanco,húmeda,6.5,9.9
venenoso,fétido,marrón,hundido,lisa,rojo,angosta,agrandada,rosa,grande,ninguno,blanco,dispersa,urbano,no,naranja,húmeda,5.8,6.1
comestible,anís,gris,hundido,lisa,marrón,ancha,ahusada,canela,ninguno,uno,negro,dispersa,pastizal,sí,naranja,viscosa,6.3,7.0
comestible,almendra,rosa,nudoso,estriada,negro,ancha,ahusada,gris,ninguno,ninguno,blanco,abundante,desechos,sí,blanco,húmeda,5.0,5.3
venenoso,picante,canela,hundido,escamosa,marrón,ancha,agrandada,gris,ninguno,dos,negro,dispersa,senderos,sí,blanco,viscosa,5.7,4.2
venenoso,picante,gris,campana,escamosa,rosa,angosta,ahusada,blanco,colgante,uno,marrón,numerosa,senderos,sí,naranja,seca,6.2,6.8
venenoso,pescado,canela,convexo,fibrosa,marrón,ancha,ahusada,canela,grande,uno,morado,varias,hojas,no,naranja,viscosa,6.5,6.1
venenoso,creosota,verde,campana,escamosa,blanco,angosta,ahusada,gris,colgante,uno,blanco,agrupada,hojas,no,marrón,viscosa,7.3,5.2
comestible,picante,rojo,cónico,fibrosa,blanco,ancha,ahusada,rosa,evanescente,dos,negro,dispersa,senderos,sí,blanco,viscosa,5.6,6.6
venenoso,creosota,blanco,convexo,escamosa,verde,ancha,agrandada,canela,ninguno,dos,verde,solitaria,bosque,sí,naranja,viscosa,6.0,6.0
comestible,pescado,marrón,cónico,estriada,verde,ancha,ahusada,gris,evanescente,ninguno,café,numerosa,senderos,no,marrón,seca,5.8,6.1
venenoso,pescado,canela,hundido,estriada,rojo,ancha,agrandada,blanco,colgante,dos,blanco,agrupada,desechos,sí,naranja,seca,4.1,9.4
venenoso,creosota,canela,convexo,lisa,rosa,ancha,agrandada,marrón,ninguno,ninguno,café,numerosa,hojas,sí,marrón,húmeda,6.0,5.0
venenoso,anís,marrón,cónico,fibrosa,rojo,ancha,agrandada,gris,evanescente,dos,morado,numerosa,hojas,no,naranja,húmeda,5.1,5.3
venenoso,fétido,blanco,campana,lisa,gris,ancha,agrandada,rosa,ninguno,dos,verde,abundante,desechos,sí,marrón,viscosa,6.0,9.5
comestible,fétido,verde,plano,estriada,rojo,angosta,ahusada,marrón,colgante,uno,marrón,dispersa,pastizal,sí,naranja,húmeda,4.0,7.4
comestible,ninguno,verde,cónico,lisa,rojo,angosta,agrandada,rosa,ninguno,ninguno,marrón,abundante,urbano,sí,blanco,húmeda,7.4,9.3
venenoso,fétido,marrón,campana,lisa,gris,angosta,agrandada,canela,colgante,dos,café,abundante,bosque,sí,naranja,viscosa,8.1,7.5
venenoso,creosota,gris,convexo,fibrosa,verde,angosta,ahusada,gris,grande,ninguno,morado,abundante,pastizal,no,naranja,húmeda,7.5,7.3
comestible,almendra,gris,hundido,fibrosa,rojo,angosta,agrandada,blanco,colgante,dos,marrón,abundante,desechos,no,blanco,seca,10.5,6.0
venenoso,pescado,canela,plano,estriada,negro,ancha,agrandada,marrón,colgante,uno,marrón,numerosa,bosque,no,blanco,viscosa,5.1,10.6
venenoso,pescado,blanco,nudoso,escamosa,verde,angosta,ahusada,blanco,colgante,ninguno,morado,varias,pastizal,sí,marrón,seca,6.8,4.7
comestible,anís,amarillo,hundido,estriada,rojo,angosta,ahusada,blanco,colgante,ninguno,negro,dispersa,urbano,sí,naranja,seca,2.5,7.3
venenoso,pescado,verde,cónico,lisa,negro,angosta,ahusada,marrón,grande,ninguno,marrón,numerosa,hojas,sí,marrón,seca,5.5,8.1
comestible,pescado,amarillo,cónico,lisa,negro,angosta,agrandada,gris,colgante,dos,negro,abundante,bosque,no,marrón,viscosa,4.5,7.3
venenoso,picante,verde,hundido,fibrosa,negro,ancha,ahusada,gris,ninguno,uno,café,dispersa,bosque,no,naranja,seca,6.3,7.1
venenoso,picante,canela,campana,escamosa,negro,angosta,ahusada,canela,evanescente,dos,negro,dispersa,bosque,no,naranja,seca,4.5,5.0
venenoso,creosota,marrón,plano,lisa,rojo,ancha,agrandada,canela,colgante,uno,verde,numerosa,urbano,sí,marrón,seca,7.3,4.8
venenoso,picante,marrón,convexo,fibrosa,blanco,ancha,agrandada,canela,colgante,dos,marrón,dispersa,bosque,sí,naranja,seca,7.3,6.4
venenoso,mohoso,rosa,campana,lisa,marrón,angosta,agrandada,marrón,ninguno,ninguno,café,numerosa,urbano,no,marrón,seca,6.1,8.5
venenoso,picante,gris,nudoso,lisa,verde,angosta,ahusada,marrón,evanescente,uno,verde,solitaria,pastizal,sí,naranja,húmeda,8.2,7.5
venenoso,mohoso,blanco,campana,estriada,blanco,ancha,ahusada,rosa,grande,uno,morado,abundante,desechos,no,naranja,viscosa,6.1,7.8
comestible,ninguno,rosa,nudoso,lisa,marrón,angosta,ahusada,gris,colgante,dos,verde,varias,bosque,sí,blanco,húmeda,4.3,11.0
comestible,mohoso,gris,cónico,estriada,verde,angosta,ahusada,blanco,grande,dos,marrón,abundante,pastizal,sí,marrón,húmeda,6.6,9.6
venenoso,pescado,canela,plano,lisa,morado,ancha,agrandada,marrón,colgante,uno,marrón,numerosa,urbano,no,blanco,viscosa,6.0,5.8
venenoso,pescado,verde,convexo,lisa,blanco,ancha,ahusada,blanco,ninguno,dos,verde,abundante,pastizal,sí,blanco,húmeda,2.3,9.5
venenoso,anís,gris,convexo,lisa,rosa,ancha,ahusada,blanco,evanescente,uno,verde,varias,urbano,no,naranja,húmeda,7.0,8.6
venenoso,pescado,marrón,hundido,fibrosa,gris,angosta,agrandada,rosa,colgante,dos,marrón,varias,bosque,sí,marrón,viscosa,4.2,3.7
venenoso,picante,amarillo,cónico,estriada,morado,angosta,ahusada,canela,ninguno,ninguno,marrón,numerosa,desechos,no,naranja,húmeda,1.0,7.5
comestible,mohoso,gris,cónico,estriada,blanco,angosta,agrandada,blanco,grande,ninguno,negro,dispersa,desechos,sí,blanco,seca,7.9,1.5
comestible,almendra,verde,nudoso,fibrosa,negro,angosta,ahusada,canela,ninguno,dos,blanco,numerosa,desechos,no,naranja,húmeda,7.6,10.3
comestible,almendra,marrón,nudoso,lisa,gris,ancha,ahusada,rosa,grande,uno,verde,abundante,desechos,no,naranja,viscosa,4.8,10.6
venenoso,pescado,marrón,cónico,estriada,blanco,angosta,agrandada,blanco,ninguno,dos,blanco,agrupada,senderos,no,blanco,seca,2.8,9.0
comestible,almendra,blanco,campana,escamosa,negro,ancha,ahusada,blanco,ninguno,dos,negro,agrupada,desechos,no,naranja,viscosa,7.6,6.8
comestible,picante,blanco,cónico,escamosa,negro,ancha,agrandada,canela,evanescente,uno,marrón,dispersa,desechos,no,blanco,viscosa,6.6,5.9
venenoso,mohoso,marrón,plano,estriada,rojo,angosta,ahusada,marrón,ninguno,dos,verde,numerosa,bosque,no,naranja,húmeda,3.0,6.1
comestible,ninguno,blanco,campana,estriada,blanco,ancha,agrandada,canela,grande,uno,verde,varias,senderos,no,marrón,viscosa,6.4,7.6
venenoso,picante,canela,nudoso,escamosa,negro,ancha,ahusada,rosa,evanescente,dos,morado,numerosa,urbano,sí,marrón,seca,2.4,8.0
comestible,ninguno,verde,campana,fibrosa,negro,angosta,ahusada,canela,evanescente,dos,verde,abundante,senderos,no,marrón,seca,3.8,10.1
comestible,anís,amarillo,nudoso,escamosa,morado,ancha,ahusada,rosa,colgante,uno,café,varias,urbano,no,blanco,húmeda,5.9,6.3
comestible,anís,gris,plano,lisa,negro,ancha,ahusada,marrón,colgante,ninguno,blanco,abundante,pastizal,sí,blanco,viscosa,4.3,5.3
comestible,almendra,marrón,nudoso,lisa,marrón,ancha,agrandada,rosa,ninguno,dos,negro,solitaria,pastizal,no,naranja,seca,6.4,5.0
venenoso,creosota,marrón,nudoso,escamosa,verde,ancha,agrandada,marrón,ninguno,ninguno,negro,solitaria,pastizal,sí,naranja,viscosa,8.0,7.7
comestible,almendra,gris,convexo,lisa,blanco,angosta,agrandada,rosa,colgante,uno,negro,dispersa,pastizal,no,marrón,seca,6.3,5.7
venenoso,pescado,rojo,campana,lisa,rosa,ancha,agrandada,marrón,colgante,uno,morado,solitaria,bosque,sí,marrón,húmeda,4.3,9.9
comestible,creosota,amarillo,plano,fibrosa,blanco,ancha,agrandada,marrón,grande,ninguno,negro,numerosa,desechos,sí,blanco,húmeda,4.1,8.6
comestible,picante,canela,plano,escamosa,rojo,ancha,agrandada,blanco,evanescente,ninguno,blanco,numerosa,desechos,no,marrón,viscosa,9.4,6.2
comestible,anís,verde,cónico,lisa,verde,ancha,agrandada,gris,grande,dos,blanco,varias,senderos,no,marrón,viscosa,8.8,8.7
venenoso,mohoso,verde,cónico,fibrosa,negro,ancha,ahusada,rosa,ninguno,dos,negro,abundante,hojas,no,blanco,húmeda,5.2,10.4
comestible,anís,marrón,plano,lisa,rosa,ancha,agrandada,gris,evanescente,uno,negro,solitaria,senderos,no,naranja,húmeda,4.6,7.0
venenoso,fétido,rosa,convexo,lisa,verde,angosta,agrandada,blanco,evanescente,uno,morado,varias,urbano,no,blanco,seca,7.7,9.4
venenoso,picante,gris,campana,estriada,rosa,angosta,agrandada,marrón,grande,ninguno,morado,varias,senderos,sí,naranja,húmeda,7.0,8.4
venenoso,picante,marrón,campana,lisa,marrón,ancha,ahusada,blanco,ninguno,ninguno,café,varias,desechos,sí,marrón,viscosa,5.1,9.6
comestible,almendra,blanco,plano,escamosa,rojo,ancha,ahusada,blanco,grande,uno,café,abundante,desechos,sí,naranja,seca,9.2,5.4
venenoso,creosota,gris,cónico,fibrosa,verde,angosta,ahusada,blanco,evanescente,ninguno,verde,solitaria,bosque,sí,marrón,viscosa,4.6,3.9
venenoso,creosota,marrón,plano,escamosa,verde,ancha,agrandada,rosa,evanescente,dos,negro,solitaria,urbano,no,naranja,seca,9.0,5.7
comestible,almendra,rosa,cónico,fibrosa,gris,angosta,ahusada,rosa,ninguno,uno,negro,abundante,senderos,no,blanco,viscosa,6.5,4.7
venenoso,mohoso,canela,cónico,fibrosa,morado,ancha,agrandada,marrón,ninguno,dos,verde,agrupada,desechos,sí,naranja,seca,7.1,10.3
comestible,ninguno,rosa,hundido,fibrosa,blanco,angosta,ahusada,gris,colgante,ninguno,blanco,solitaria,senderos,no,blanco,seca,8.1,6.8
comestible,almendra,blanco,nudoso,fibrosa,blanco,ancha,ahusada,blanco,ninguno,dos,negro,numerosa,urbano,sí,blanco,húmeda,8.5,5.9
comestible,ninguno,rosa,campana,estriada,rosa,ancha,ahusada,gris,ninguno,ninguno,marrón,varias,hojas,no,marrón,seca,5.4,10.4
venenoso,mohoso,rojo,convexo,escamosa,verde,angosta,ahusada,rosa,grande,uno,verde,dispersa,senderos,sí,naranja,húmeda,7.2,6.5
comestible,fétido,blanco,campana,estriada,morado,angosta,ahusada,canela,colgante,dos,negro,abundante,pastizal,no,blanco,húmeda,8.4,13.9
venenoso,fétido,gris,convexo,estriada,rosa,ancha,agrandada,gris,ninguno,dos,marrón,dispersa,urbano,no,blanco,húmeda,6.4,7.8
comestible,ninguno,gris,hundido,lisa,verde,angosta,ahusada,marrón,ninguno,ninguno,verde,numerosa,pastizal,no,naranja,seca,4.5,5.3
comestible,fétido,rojo,campana,lisa,marrón,angosta,ahusada,rosa,evanescente,dos,café,agrupada,urbano,no,blanco,húmeda,3.8,9.2
venenoso,fétido,verde,hundido,estriada,rosa,ancha,ahusada,canela,grande,dos,negro,solitaria,hojas,no,naranja,seca,7.1,8.6
comestible,picante,amarillo,plano,fibrosa,rosa,angosta,agrandada,canela,grande,uno,café,solitaria,urbano,sí,blanco,viscosa,6.9,9.8
venenoso,fétido,verde,convexo,estriada,rojo,ancha,agrandada,canela,evanescente,uno,marrón,agrupada,hojas,no,naranja,seca,4.6,7.3
comestible,mohoso,gris,convexo,estriada,gris,angosta,agrandada,canela,grande,dos,negro,varias,urbano,sí,blanco,viscosa,5.9,6.7
venenoso,ninguno,amarillo,hundido,escamosa,verde,angosta,agrandada,marrón,ninguno,dos,café,numerosa,senderos,no,naranja,viscosa,7.9,7.8
venenoso,anís,gris,convexo,escamosa,marrón,angosta,agrandada,rosa,ninguno,dos,negro,numerosa,bosque,no,marrón,viscosa,9.0,10.4
comestible,pescado,amarillo,nudoso,fibrosa,marrón,angosta,ahusada,blanco,evanescente,dos,negro,numerosa,desechos,sí,marrón,viscosa,3.9,10.7
comestible,picante,rosa,campana,escamosa,morado,ancha,agrandada,marrón,evanescente,dos,negro,abundante,desechos,no,naranja,seca,7.1,4.8
comestible,fétido,verde,cónico,estriada,marrón,angosta,agrandada,rosa,grande,dos,marrón,dispersa,bosque,no,marrón,húmeda,6.5,8.8
comestible,anís,gris,campana,lisa,marrón,angosta,ahusada,marrón,grande,dos,café,solitaria,desechos,no,blanco,húmeda,6.4,5.1
venenoso,creosota,canela,hundido,escamosa,morado,angosta,ahusada,rosa,ninguno,dos,café,abundante,hojas,sí,naranja,seca,6.5,9.1
venenoso,picante,amarillo,plano,escamosa,gris,ancha,ahusada,blanco,ninguno,uno,blanco,solitaria,desechos,sí,naranja,húmeda,4.7,6.6
venenoso,creosota,marrón,nudoso,estriada,marrón,angosta,ahusada,canela,colgante,dos,marrón,varias,pastizal,no,blanco,viscosa,4.8,9.6
venenoso,mohoso,marrón,plano,fibrosa,rosa,ancha,agrandada,gris,ninguno,uno,verde,solitaria,hojas,no,naranja,húmeda,7.8,6.0
comestible,picante,rojo,plano,lisa,rojo,angosta,agrandada,marrón,colgante,uno,café,numerosa,pastizal,no,marrón,viscosa,5.8,4.9
venenoso,picante,gris,cónico,fibrosa,verde,ancha,agrandada,marrón,grande,ninguno,marrón,agrupada,bosque,sí,naranja,viscosa,6.3,4.4
venenoso,mohoso,gris,cónico,fibrosa,rojo,ancha,agrandada,gris,colgante,uno,blanco,numerosa,urbano,no,naranja,seca,5.5,9.6
venenoso,picante,verde,hundido,fibrosa,negro,ancha,agrandada,rosa,ninguno,ninguno,morado,dispersa,senderos,no,marrón,viscosa,6.8,6.8
comestible,mohoso,verde,nudoso,estriada,rosa,ancha,ahusada,rosa,colgante,dos,blanco,varias,desechos,no,marrón,húmeda,8.8,11.7
comestible,picante,canela,convexo,lisa,blanco,angosta,agrandada,gris,ninguno,dos,café,varias,bosque,sí,blanco,húmeda,6.3,2.8
venenoso,creosota,rosa,cónico,lisa,negro,angosta,ahusada,canela,ninguno,uno,café,dispersa,urbano,sí,blanco,viscosa,4.7,4.7
venenoso,mohoso,verde,convexo,lisa,morado,ancha,agrandada,canela,ninguno,ninguno,marrón,varias,senderos,no,naranja,húmeda,6.2,11.0
venenoso,fétido,verde,cónico,fibrosa,blanco,ancha,ahusada,canela,colgante,dos,verde,abundante,pastizal,no,naranja,viscosa,6.0,9.2
venenoso,picante,blanco,plano,fibrosa,verde,ancha,agrandada,gris,grande,dos,verde,agrupada,urbano,no,blanco,viscosa,9.1,6.5
comestible,almendra,blanco,convexo,estriada,marrón,angosta,agrandada,rosa,grande,dos,blanco,abundante,senderos,sí,marrón,seca,6.4,7.5
venenoso,mohoso,gris,hundido,estriada,blanco,angosta,ahusada,blanco,ninguno,dos,café,numerosa,hojas,sí,blanco,seca,6.2,7.6
comestible,ninguno,rojo,nudoso,estriada,marrón,angosta,agrandada,canela,grande,uno,morado,agrupada,senderos,sí,naranja,húmeda,9.9,5.8
comestible,almendra,verde,convexo,lisa,rosa,ancha,ahusada,rosa,colgante,ninguno,blanco,agrupada,urbano,no,blanco,viscosa,3.2,6.5
comestible,ninguno,rosa,nudoso,fibrosa,negro,ancha,ahusada,rosa,evanescente,uno,blanco,solitaria,urbano,no,blanco,húmeda,3.4,9.1
comestible,ninguno,rojo,campana,escamosa,blanco,angosta,agrandada,canela,colgante,uno,negro,agrupada,desechos,sí,naranja,húmeda,8.3,4.2
comestible,almendra,rojo,cónico,fibrosa,negro,angosta,agrandada,gris,evanescente,ninguno,café,solitaria,bosque,sí,blanco,húmeda,6.6,7.3
venenoso,fétido,canela,campana,lisa,gris,angosta,agrandada,rosa,colgante,dos,morado,dispersa,hojas,sí,marrón,seca,6.5,10.2
venenoso,picante,amarillo,campana,estriada,morado,ancha,agrandada,canela,evanescente,ninguno,negro,varias,pastizal,sí,blanco,viscosa,6.3,5.3
comestible,almendra,amarillo,plano,estriada,morado,angosta,agrandada,rosa,colgante,dos,morado,varias,senderos,sí,marrón,húmeda,4.6,8.9
comestible,anís,rosa,nudoso,estriada,gris,ancha,agrandada,blanco,ninguno,dos,morado,agrupada,bosque,no,marrón,seca,5.5,7.4
comestible,ninguno,blanco,nudoso,lisa,gris,ancha,ahusada,blanco,colgante,uno,verde,varias,hojas,no,naranja,húmeda,5.4,6.3
venenoso,picante,blanco,hundido,estriada,blanco,angosta,ahusada,canela,evanescente,uno,café,abundante,desechos,sí,blanco,húmeda,5.9,5.7
venenoso,creosota,marrón,cónico,estriada,negro,ancha,ahusada,canela,grande,dos,café,numerosa,hojas,sí,naranja,viscosa,4.8,7.6
comestible,ninguno,marrón,plano,estriada,rojo,ancha,agrandada,blanco,grande,dos,morado,agrupada,urbano,sí,naranja,seca,10.7,11.9
venenoso,pescado,canela,plano,estriada,verde,angosta,agrandada,marrón,colgante,ninguno,café,agrupada,urbano,sí,naranja,húmeda,4.2,4.2
venenoso,anís,gris,campana,estriada,blanco,angosta,ahusada,marrón,evanescente,ninguno,morado,varias,senderos,sí,naranja,húmeda,5.4,7.7
comestible,pescado,gris,nudoso,estriada,rosa,ancha,agrandada,marrón,evanescente,dos,café,agrupada,hojas,no,blanco,seca,5.7,7.5
comestible,mohoso,rojo,campana,estriada,rosa,ancha,ahusada,blanco,ninguno,dos,negro,varias,senderos,no,marrón,húmeda,3.9,6.6
comestible,fétido,rojo,campana,estriada,rosa,ancha,ahusada,blanco,evanescente,ninguno,negro,numerosa,desechos,sí,blanco,viscosa,5.8,1.0
venenoso,picante,gris,campana,lisa,verde,angosta,agrandada,marrón,evanescente,dos,café,abundante,bosque,sí,marrón,viscosa,3.7,7.9
comestible,ninguno,verde,hundido,escamosa,morado,ancha,ahusada,marrón,colgante,ninguno,negro,agrupada,senderos,no,marrón,viscosa,6.2,5.7
comestible,anís,canela,nudoso,fibrosa,rosa,ancha,agrandada,marrón,colgante,ninguno,negro,dispersa,desechos,sí,marrón,húmeda,6.1,5.2
venenoso,picante,verde,convexo,fibrosa,morado,ancha,agrandada,gris,ninguno,ninguno,café,agrupada,urbano,no,marrón,seca,3.1,9.1
comestible,picante,amarillo,plano,fibrosa,gris,ancha,agrandada,gris,grande,uno,café,dispersa,pastizal,sí,blanco,húmeda,4.7,4.6
venenoso,picante,verde,plano,lisa,verde,angosta,ahusada,marrón,ninguno,uno,morado,dispersa,desechos,no,blanco,viscosa,4.1,8.5
venenoso,fétido,amarillo,plano,escamosa,rosa,ancha,agrandada,rosa,grande,uno,café,solitaria,desechos,no,naranja,viscosa,7.0,9.4
venenoso,creosota,rosa,nudoso,escamosa,gris,angosta,ahusada,gris,ninguno,uno,marrón,varias,pastizal,no,blanco,húmeda,3.9,7.0
comestible,anís,gris,convexo,escamosa,gris,angosta,ahusada,rosa,colgante,uno,café,agrupada,senderos,no,blanco,húmeda,5.9,6.0
venenoso,mohoso,amarillo,cónico,escamosa,marrón,angosta,agrandada,blanco,ninguno,dos,blanco,dispersa,senderos,no,blanco,viscosa,7.3,5.2
comestible,anís,marrón,convexo,estriada,marrón,ancha,agrandada,canela,grande,dos,marrón,agrupada,urbano,sí,blanco,húmeda,9.2,9.3
venenoso,creosota,amarillo,campana,estriada,gris,angosta,ahusada,marrón,colgante,ninguno,café,varias,hojas,no,blanco,húmeda,6.6,4.5
venenoso,creosota,canela,cónico,estriada,marrón,ancha,ahusada,gris,colgante,ninguno,marrón,dispersa,senderos,no,blanco,húmeda,5.6,6.2
venenoso,creosota,amarillo,plano,estriada,verde,ancha,ahusada,blanco,evanescente,uno,morado,varias,pastizal,sí,blanco,seca,5.9,6.5
comestible,fétido,verde,cónico,estriada,marrón,angosta,ahusada,gris,ninguno,uno,café,solitaria,desechos,sí,blanco,seca,7.7,5.8
venenoso,creosota,canela,hundido,escamosa,rojo,ancha,agrandada,gris,ninguno,dos,marrón,solitaria,hojas,sí,naranja,húmeda,4.2,9.9
venenoso,pescado,canela,plano,fibrosa,negro,angosta,agrandada,gris,evanescente,ninguno,café,varias,desechos,sí,naranja,viscosa,7.3,6.2
venenoso,pescado,verde,nudoso,lisa,morado,angosta,ahusada,canela,grande,dos,negro,varias,bosque,sí,blanco,húmeda,5.1,10.0
venenoso,anís,blanco,campana,estriada,rosa,ancha,ahusada,rosa,grande,dos,verde,solitaria,desechos,no,naranja,seca,5.8,9.4
venenoso,picante,blanco,cónico,fibrosa,rosa,angosta,ahusada,canela,colgante,dos,marrón,abundante,desechos,sí,naranja,seca,9.5,8.8
venenoso,pescado,rojo,nudoso,escamosa,verde,ancha,agrandada,rosa,ninguno,ninguno,morado,dispersa,bosque,sí,marrón,viscosa,8.1,7.9
comestible,ninguno,rojo,cónico,escamosa,blanco,ancha,ahusada,blanco,colgante,dos,morado,numerosa,pastizal,no,naranja,viscosa,6.8,6.6
comestible,anís,verde,plano,lisa,negro,angosta,ahusada,blanco,grande,dos,negro,dispersa,senderos,no,naranja,viscosa,5.0,12.4
comestible,almendra,amarillo,convexo,escamosa,gris,ancha,ahusada,canela,colgante,ninguno,morado,varias,pastizal,sí,blanco,húmeda,7.3,7.5
venenoso,picante,verde,campana,escamosa,gris,ancha,ahusada,gris,grande,dos,café,abundante,pastizal,no,blanco,húmeda,4.4,6.8
comestible,fétido,blanco,convexo,estriada,verde,angosta,ahusada,canela,ninguno,dos,café,solitaria,senderos,no,blanco,viscosa,4.4,12.5
comestible,anís,verde,campana,lisa,negro,ancha,ahusada,marrón,ninguno,dos,café,varias,bosque,no,marrón,viscosa,4.3,6.1
venenoso,pescado,amarillo,convexo,lisa,marrón,angosta,agrandada,marrón,ninguno,ninguno,morado,numerosa,pastizal,no,blanco,viscosa,6.5,2.4
venenoso,ninguno,amarillo,plano,fibrosa,rojo,ancha,agrandada,rosa,grande,dos,negro,dispersa,hojas,sí,blanco,viscosa,8.4,7.8
comestible,fétido,amarillo,nudoso,estriada,marrón,angosta,agrandada,canela,ninguno,dos,café,agrupada,senderos,no,naranja,húmeda,7.1,5.0
venenoso,mohoso,rosa,nudoso,fibrosa,verde,ancha,ahusada,blanco,evanescente,ninguno,café,dispersa,senderos,no,marrón,viscosa,7.7,6.1
venenoso,creosota,gris,cónico,estriada,morado,ancha,ahusada,marrón,grande,dos,verde,numerosa,bosque,no,marrón,seca,5.5,3.6
comestible,ninguno,gris,nudoso,lisa,rosa,ancha,ahusada,marrón,ninguno,dos,marrón,abundante,urbano,sí,naranja,viscosa,6.1,8.4
venenoso,creosota,blanco,cónico,fibrosa,verde,angosta,agrandada,canela,evanescente,ninguno,morado,numerosa,senderos,no,naranja,viscosa,8.9,3.4
comestible,ninguno,gris,convexo,lisa,rosa,ancha,ahusada,canela,ninguno,dos,negro,numerosa,senderos,no,naranja,húmeda,6.0,4.1
venenoso,pescado,canela,hundido,escamosa,rojo,ancha,ahusada,canela,ninguno,ninguno,negro,solitaria,desechos,no,blanco,húmeda,10.2,8.5
